S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
4658,Maruti Alto LXi BSII,Pune,2003,69966,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,0.95
4659,Honda City i VTEC VX Option,Mumbai,2016,42000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,,9.25
4660,Hyundai Santa Fe 2WD AT,Bangalore,2014,48000,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,7,,16.25
4661,Mercedes-Benz GLA Class 200 CDI SPORT,Kolkata,2015,35000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,,20.99
4662,Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2005,128000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8,,4.25
4663,BMW 3 Series 320d Sedan,Bangalore,2008,78000,Diesel,Automatic,Second,16.07 kmpl,1995 CC,181 bhp,5,,7.2
4664,Maruti Swift ZXI,Hyderabad,2011,53080,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,,4.4
4665,Volkswagen Vento Petrol Highline,Pune,2011,66000,Petrol,Manual,Second,15.04 kmpl,1598 CC,103.6 bhp,5,,4.25
4666,Maruti Ertiga VXI,Ahmedabad,2012,25000,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7,,5.35
4667,Hyundai Grand i10 AT Asta,Coimbatore,2016,36139,Petrol,Automatic,Second,18.9 kmpl,1197 CC,82 bhp,5,,6.3
4668,Hyundai Creta 1.6 CRDi SX,Delhi,2017,44000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,,12.5
4669,Audi A6 3.0 TDI quattro,Ahmedabad,2008,50000,Diesel,Automatic,Second,16.77 kmpl,2967 CC,241.38 bhp,5,,7.5
4670,Mahindra XUV500 W8 1.99 mHawk,Delhi,2016,81177,Diesel,Manual,First,16.0 kmpl,1997 CC,140 bhp,7,,11.25
4671,Ford EcoSport 1.5 Ti VCT AT Titanium BE,Mumbai,2016,26000,Petrol,Automatic,First,16.05 kmpl,1499 CC,110.4 bhp,5,,7.65
4672,Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,100000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,,4.5
4673,Volkswagen Vento 1.5 TDI Comfortline AT,Hyderabad,2014,75000,Diesel,Automatic,First,21.21 kmpl,1498 CC,103.2 bhp,5,,7.5
4674,Mercedes-Benz S-Class 280 AT,Kochi,2004,119859,Petrol,Automatic,First,13.0 kmpl,2987 CC,210 bhp,5,,7.1
4675,Hyundai i10 Magna,Mumbai,2010,55980,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.25
4676,Audi A4 35 TDI Technology Edition,Hyderabad,2015,30000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,27
4677,Hyundai i20 Sportz 1.4 CRDi,Pune,2012,49700,Diesel,Manual,Second,21.9 kmpl,1396 CC,88.76 bhp,5,,4.18
4678,Hyundai Verna 1.4 EX,Chennai,2013,79000,Diesel,Manual,First,23.5 kmpl,1396 CC,88.7 bhp,5,,6.5
4679,Honda City 1.5 V MT,Delhi,2010,65100,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,,3.15
4680,Maruti Ertiga VDI,Pune,2016,54161,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,11.27 Lakh,7.64
4681,Maruti Alto LXi BSII,Hyderabad,2011,28619,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,2.4
4682,Maruti Wagon R AMT VXI,Mumbai,2016,9000,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5,,4.25
4683,Hyundai Verna 1.6 CRDi AT SX,Kochi,2016,42876,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.2 bhp,5,,9.31
4684,Maruti Alto LXi BSIII,Bangalore,2011,64000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,2.39
4685,Volkswagen Vento 1.6 Comfortline,Kochi,2018,20488,Petrol,Manual,Second,16.09 kmpl,1598 CC,103.5 bhp,5,11.48 Lakh,7.64
4686,Maruti Baleno Zeta 1.2,Delhi,2016,21000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,6.21
4687,Land Rover Freelander 2 TD4 SE,Jaipur,2012,119203,Diesel,Automatic,First,0.0 kmpl,2179 CC,115 bhp,5,,16.5
4688,Honda CR-V 2.0L 2WD AT,Kochi,2011,55987,Petrol,Automatic,First,13.7 kmpl,1997 CC,153.86 bhp,5,,8.22
4689,Toyota Fortuner 2.8 2WD MT,Coimbatore,2017,72668,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7,37.17 Lakh,28.85
4690,Honda City V AT,Mumbai,2015,32000,Petrol,Automatic,First,15.6 kmpl,1497 CC,116.3 bhp,5,,8.5
4691,Mercedes-Benz SLK-Class 55 AMG,Bangalore,2014,3000,Petrol,Automatic,Second,12.0 kmpl,5461 CC,421 bhp,2,,90
4692,Honda City i-VTEC S,Mumbai,2015,10400,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,6.51
4693,Maruti Swift VDI,Mumbai,2013,35000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.65
4694,Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2013,55101,Petrol,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5,,8.4
4695,Toyota Etios Cross 1.4L VD,Bangalore,2014,57464,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,9.99 Lakh,5.75
4696,Maruti Wagon R LX,Jaipur,2006,110000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,1.11
4697,Fiat Punto 1.2 Dynamic,Kochi,2017,17941,Petrol,Manual,First,15.7 kmpl,,,,,3.93
4698,Mercedes-Benz E-Class 2015-2017 E 200 CGI,Mumbai,2014,72000,Petrol,Automatic,First,12.0 kmpl,1991 CC,184 bhp,5,,17.25
4699,Jaguar XF Aero Sport Edition,Delhi,2012,16000,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5,,32
4700,Hyundai i20 Sportz Petrol,Kochi,2011,62020,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,3.45
4701,Land Rover Freelander 2 SE,Pune,2014,85000,Diesel,Automatic,Second,12.39 kmpl,2179 CC,147.51 bhp,5,,23
4702,Hyundai Elite i20 Petrol Sportz,Kochi,2018,14223,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5,,7.32
4703,Honda Amaze S i-Vtech,Jaipur,2014,41210,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,4.4
4704,Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2015,20000,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,5,,47.35
4705,Maruti Alto 800 VXI,Coimbatore,2016,18043,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,4.12
4706,Toyota Innova Crysta 2.8 ZX AT,Chennai,2016,80000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,26.95 Lakh,19.5
4707,Hyundai Grand i10 AT Asta,Hyderabad,2016,21000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,6.2
4708,BMW X3 xDrive30d M Sport,Bangalore,2016,49000,Diesel,Automatic,First,16.55 kmpl,2993 CC,258 bhp,5,,45
4709,Maruti 1000 AC,Hyderabad,1998,104000,Petrol,Manual,Second,15.0 kmpl,970 CC,null bhp,5,,0.85
4710,Hyundai i20 Magna,Chennai,2010,95000,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5,,2.8
4711,Hyundai Grand i10 AT Asta,Pune,2015,32000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,4.8
4712,Hyundai Santro Xing XG,Pune,2003,80000,Petrol,Manual,Second,17.0 kmpl,,,,,0.9
4713,Ford Fiesta 1.5 TDCi Titanium,Hyderabad,2014,122800,Diesel,Manual,First,25.01 kmpl,1498 CC,89.75 bhp,5,,5.65
4714,Mercedes-Benz E-Class 220 CDI,Ahmedabad,2011,78000,Diesel,Manual,Second,15.0 kmpl,2148 CC,null bhp,5,,14.5
4715,Maruti Swift Dzire VDI,Ahmedabad,2015,69000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,5.9
4716,Toyota Etios VXD,Pune,2015,65000,Diesel,Manual,Second,23.59 kmpl,1364 CC,67.04 bhp,5,,5
4717,Hyundai Xcent 1.2 Kappa Base,Ahmedabad,2015,23000,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,,4.9
4718,Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,70000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5,,4.25
4719,Toyota Innova 2.5 GX (Diesel) 8 Seater,Chennai,2014,250000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8,,10.9
4720,Hyundai Accent GLE,Delhi,2012,56000,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5,,2.45
4721,Maruti Alto 800 LXI,Pune,2013,30000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.5
4722,Mercedes-Benz SL-Class SL 500,Kolkata,2010,35000,Petrol,Automatic,First,8.1 kmpl,5461 CC,387.3 bhp,2,,29.5
4723,Ford Ecosport 1.5 DV5 MT Titanium Optional,Jaipur,2013,92250,Diesel,Manual,Second,22.7 kmpl,1498 CC,89.84 bhp,5,,5.75
4724,Hyundai Xcent 1.2 VTVT E,Pune,2018,40000,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,5,6.71 Lakh,5
4725,Skoda Rapid 1.6 MPI AT Ambition Plus,Kochi,2014,96848,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.6 bhp,5,,4.62
4726,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2016,42000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,,23.5
4727,Mahindra XUV500 W8 2WD,Kolkata,2013,55886,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,,7.25
4728,Hyundai Verna VTVT 1.6 SX Option,Kochi,2019,12336,Petrol,Manual,First,17.0 kmpl,1591 CC,121.3 bhp,5,13.6 Lakh,11.88
4729,Hyundai Verna Xi (Petrol),Chennai,2009,60000,Petrol,Manual,Third,13.9 kmpl,1599 CC,103.2 bhp,5,,2.25
4730,Ford Ikon 1.6 CLXI,Pune,2003,83000,Petrol,Manual,Second,14.2 kmpl,1597 CC,92 bhp,5,,0.85
4731,Nissan Micra Active XV,Pune,2018,24000,Petrol,Manual,First,19.69 kmpl,1198 CC,67.04 bhp,5,6.99 Lakh,4
4732,Honda Brio VX AT,Pune,2016,32198,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,,5.1
4733,Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2014,92247,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,,12.5
4734,Volkswagen Vento 1.5 TDI Highline,Chennai,2011,121311,Diesel,Manual,First,20.64 kmpl,1498 CC,108.5 bhp,5,14.32 Lakh,2.9
4735,Mahindra XUV500 W10 AWD,Coimbatore,2016,66296,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,,15.96
4736,Hyundai Xcent 1.2 Kappa AT SX Option,Mumbai,2015,41000,Petrol,Automatic,First,16.9 kmpl,1197 CC,82 bhp,5,,5.45
4737,Ford Endeavour 2.2 Trend MT 4X4,Kochi,2017,38681,Diesel,Manual,First,13.5 kmpl,2198 CC,157.7 bhp,7,,23.86
4738,Chevrolet Spark 1.0 LT,Kochi,2008,43761,Petrol,Manual,First,18.0 kmpl,995 CC,62 bhp,5,,1.75
4739,Maruti Ertiga SHVS VDI,Hyderabad,2017,17400,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7,,9.75
4740,Honda Amaze S i-Dtech,Bangalore,2013,61510,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.75
4741,Honda City i VTEC S,Delhi,2014,60000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,6.25
4742,Mini Cooper Countryman D,Bangalore,2014,35165,Diesel,Automatic,Second,23.8 kmpl,1998 CC,112 bhp,5,,22
4743,Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2016,41617,Petrol,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5,,14.14
4744,Hyundai Santro Xing XL eRLX Euro III,Kolkata,2005,45000,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5,,0.95
4745,Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,65000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,,11.95
4746,Maruti Wagon R LXI BS IV,Delhi,2011,68000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.5
4747,Hyundai i10 Era 1.1,Mumbai,2013,49000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,2.75
4748,Tata Tiago 1.2 Revotron XT Option,Coimbatore,2019,16698,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5,6.21 Lakh,5.85
4749,Maruti Baleno Zeta 1.2,Ahmedabad,2016,30965,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,6.25
4750,Volkswagen Vento 1.6 Highline,Mumbai,2014,56058,Petrol,Manual,First,15.04 kmpl,1598 CC,103.2 bhp,5,,4.95
4751,Hyundai Grand i10 1.2 Kappa Sportz Option,Pune,2017,15356,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,,4.75
4752,Ford Figo Diesel EXI,Delhi,2013,54000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,,2.55
4753,Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,2011,47000,Petrol,Automatic,Second,13.9 kmpl,1799 CC,130.3 bhp,5,,4.5
4754,Maruti Alto 800 LXI,Kochi,2015,21652,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,3.01
4755,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,Diesel,Automatic,First,15.68 kmpl,1999 CC,177 bhp,5,74.49 Lakh,42
4756,Audi A6 2.7 TDI,Kolkata,2010,35010,Diesel,Automatic,First,12.4 kmpl,2698 CC,179.5 bhp,5,,11.5
4757,Mercedes-Benz E-Class 280 CDI,Hyderabad,2006,76662,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5,,10.99
4758,Honda City 1.5 V AT Exclusive,Jaipur,2009,89000,Petrol,Automatic,First,17.0 kmpl,1497 CC,118 bhp,5,,3.71
4759,Honda CR-V 2.4 4WD AT,Jaipur,2006,80000,Petrol,Automatic,Third,10.1 kmpl,2354 CC,152 bhp,5,,2
4760,Maruti Ciaz 1.3 Alpha,Kochi,2018,39023,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,9.48
4761,Maruti Wagon R LXI,Jaipur,2004,62000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,,1.25
4762,Hyundai Creta 1.6 CRDi SX Option,Jaipur,2015,78046,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,,10.9
4763,Maruti Ciaz VDi Plus SHVS,Kolkata,2015,34400,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,5.5
4764,Hyundai EON D Lite Plus,Coimbatore,2016,64624,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,3.71
4765,Maruti Ertiga VXI,Mumbai,2014,69192,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7,,6.25
4766,Volkswagen Vento Diesel Highline,Chennai,2012,55000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,,4.9
4767,Honda City 1.5 GXI,Mumbai,2005,81000,Petrol,Manual,Second,12.8 kmpl,1493 CC,100 bhp,5,,1.1
4768,Volkswagen Polo Petrol Trendline 1.2L,Kochi,2016,36733,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,4.72
4769,Maruti Alto 800 2016-2019 CNG LXI,Kochi,2017,24310,CNG,Manual,First,33.44 km/kg,796 CC,40.3 bhp,4,,3.7
4770,Mercedes-Benz GLA Class 200 CDI,Mumbai,2016,43022,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,,24.85
4771,Hyundai Santa Fe 4X2,Jaipur,2013,74000,Diesel,Manual,First,14.66 kmpl,2199 CC,194.3 bhp,7,,12.25
4772,Maruti Swift VDI,Kolkata,2014,47000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,3.9
4773,Hyundai Elite i20 Sportz Plus,Kochi,2017,37460,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5,8.03 Lakh,6.28
4774,Mahindra Xylo E8 BS IV,Mumbai,2011,130000,Diesel,Manual,First,14.0 kmpl,2498 CC,112 bhp,8,,2.75
4775,Hyundai Grand i10 Asta Option,Coimbatore,2017,31576,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,7.85
4776,Volkswagen Vento Petrol Highline,Mumbai,2011,66000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5,,2.95
4777,Honda Accord 2.4 A/T,Mumbai,2008,79000,Petrol,Automatic,Second,11.7 kmpl,2354 CC,177.6 bhp,5,,4.85
4778,Mercedes-Benz S-Class S 350 d,Bangalore,2011,47140,Diesel,Automatic,Second,13.5 kmpl,2925 CC,281.61 bhp,5,1.71 Cr,30
4779,Mercedes-Benz B Class B200 CDI,Bangalore,2016,36610,Diesel,Automatic,First,15.0 kmpl,2143 CC,107.3 bhp,5,,19.9
4780,Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,Diesel,Manual,First,20.5 kmpl,1582 CC,126.2 bhp,5,19.18 Lakh,10.8
4781,Maruti Alto LXI,Hyderabad,2007,52195,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.75
4782,Audi A3 35 TDI Premium,Mumbai,2016,20003,Diesel,Automatic,First,20.38 kmpl,1968 CC,143 bhp,5,,19.25
4783,Renault Duster 85PS Diesel RxL,Delhi,2013,66314,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,,5.5
4784,Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2009,76000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5,,2.75
4785,Hyundai Creta 1.6 SX Plus Diesel,Bangalore,2015,29000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,,13
4786,Ford Figo Diesel ZXI,Mumbai,2011,30000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,,3.2
4787,Volkswagen Polo Petrol Highline 1.6L,Coimbatore,2013,56526,Petrol,Manual,First,15.26 kmpl,1598 CC,103.5 bhp,5,,5.84
4788,Volvo V40 D3 R Design,Hyderabad,2015,38000,Diesel,Automatic,Second,16.8 kmpl,1969 CC,150 bhp,5,37.9 Lakh,24
4789,Hyundai Verna SX CRDi AT,Chennai,2012,41000,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.32 bhp,5,,6.25
4790,BMW 7 Series 2007-2012 730Ld,Hyderabad,2009,53000,Diesel,Automatic,First,14.49 kmpl,2993 CC,258 bhp,5,,36
4791,Mitsubishi Lancer GLXD,Chennai,2003,125000,Diesel,Manual,Third,14.8 kmpl,1998 CC,68 bhp,5,,3
4792,Toyota Fortuner 3.0 Diesel,Chennai,2010,242000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,,11
4793,Maruti Ciaz VDi Plus,Chennai,2015,90000,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5,,6.5
4794,Maruti Vitara Brezza VDi Option,Hyderabad,2018,11000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,,9.4
4795,BMW 3 Series Luxury Line,Kochi,2018,21936,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,58.67 Lakh,37.92
4796,Volkswagen Vento Petrol Highline AT,Pune,2013,41000,Petrol,Automatic,First,14.4 kmpl,1598 CC,103.6 bhp,5,,5.25
4797,Hyundai i20 1.2 Asta,Chennai,2011,47000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,4.5
4798,BMW X5 3.0d,Chennai,2009,110000,Diesel,Automatic,First,11.0 kmpl,2993 CC,235 bhp,5,,18
4799,Hyundai Xcent 1.2 Kappa S,Coimbatore,2015,45960,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,,5.56
4800,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Bangalore,2013,48000,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5,,22
4801,Land Rover Freelander 2 SE,Hyderabad,2011,68000,Diesel,Automatic,First,12.39 kmpl,2179 CC,147.51 bhp,5,,22
4802,Hyundai i10 Magna,Mumbai,2011,41000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.65
4803,Hyundai Verna 1.6 SX CRDi (O),Jaipur,2013,69573,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,5,,5.85
4804,Volkswagen Jetta 2012-2014 2.0L TDI Highline,Chennai,2012,115000,Diesel,Manual,First,19.33 kmpl,1968 CC,138.1 bhp,5,,6.95
4805,Mahindra XUV500 W8 2WD,Kolkata,2012,47629,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,,6.5
4806,Maruti Omni 8 Seater BSII,Jaipur,2004,66624,Petrol,Manual,Third,19.7 kmpl,796 CC,35 bhp,8,,0.85
4807,Skoda Superb Style 1.8 TSI AT,Delhi,2013,80000,Petrol,Automatic,Second,14.67 kmpl,1798 CC,177.46 bhp,5,32.54 Lakh,7.25
4808,Maruti Swift VDI,Pune,2012,94868,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.5
4809,Mahindra Scorpio 2.6 LX,Mumbai,2010,76477,Diesel,Manual,First,10.5 kmpl,2179 CC,120 bhp,8,,4.25
4810,Mercedes-Benz GLA Class 200 Sport Edition,Chennai,2016,28000,Petrol,Automatic,First,13.7 kmpl,1991 CC,183 bhp,5,,26
4811,Mahindra Thar CRDe,Coimbatore,2017,28599,Diesel,Manual,First,16.55 kmpl,2498 CC,105 bhp,6,11.71 Lakh,9.66
4812,Renault Duster 110PS Diesel RxZ,Bangalore,2013,45348,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.45 bhp,5,,6.85
4813,Audi Q5 2008-2012 2.0 TDI,Coimbatore,2013,80127,Diesel,Automatic,First,12.8 kmpl,1968 CC,167.6 bhp,5,,23.68
4814,Land Rover Freelander 2 SE,Delhi,2013,68000,Diesel,Automatic,Second,12.39 kmpl,2179 CC,147.51 bhp,5,,15.75
4815,Volkswagen Vento Diesel Comfortline,Pune,2012,75000,Diesel,Manual,Third,20.54 kmpl,1598 CC,103.6 bhp,5,,3.5
4816,BMW 5 Series 2003-2012 540i Sedan,Delhi,2006,48000,Petrol,Automatic,Second,11.62 kmpl,2979 CC,306 bhp,5,,6.99
4817,Hyundai Elantra CRDi SX,Coimbatore,2019,41871,Diesel,Manual,First,22.7 kmpl,1582 CC,126.2 bhp,5,,15.57
4818,Tata Sumo EX,Coimbatore,2015,84931,Diesel,Manual,First,15.3 kmpl,2956 CC,83.8 bhp,7,,5.29
4819,Datsun redi-GO T,Kolkata,2016,15000,Petrol,Manual,First,22.7 kmpl,799 CC,53.64 bhp,5,3.98 Lakh,2.25
4820,BMW X5 xDrive 30d,Chennai,2009,110000,Diesel,Automatic,First,11.7 kmpl,2993 CC,245 bhp,5,,20
4821,BMW 6 Series 630i Coupe,Mumbai,2011,5900,Petrol,Automatic,First,7.94 kmpl,4395 CC,450 bhp,4,,47.5
4822,Maruti Alto Vxi 1.1,Chennai,2002,103653,Petrol,Manual,Second,18.9 kmpl,1061 CC,47 bhp,5,,1.22
4823,Volkswagen Polo Petrol Comfortline 1.2L,Chennai,2012,64806,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,3.65
4824,Datsun GO Plus A,Pune,2016,35000,Petrol,Manual,First,20.62 kmpl,1198 CC,67 bhp,7,,3.1
4825,Hyundai Creta 1.6 VTVT S,Bangalore,2016,40000,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5,,11.5
4826,Maruti Alto K10 VXI,Kochi,2015,23876,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,4.09 Lakh,3.46
4827,Hyundai Santa Fe 4X4,Coimbatore,2013,67901,Diesel,Manual,First,14.66 kmpl,2199 CC,194.3 bhp,7,,8.38
4828,Volkswagen Polo GT TDI,Pune,2014,68865,Diesel,Manual,First,15.11 kmpl,1598 CC,103.6 bhp,5,,4.8
4829,Honda Amaze S i-Dtech,Pune,2014,71000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,,4.5
4830,Maruti Esteem Vxi,Chennai,2004,95000,Petrol,Manual,First,15.9 kmpl,1298 CC,null bhp,5,,0.8
4831,Maruti Swift VDI,Kolkata,2014,25000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,3.95
4832,Skoda Rapid 1.6 TDI Ambition,Hyderabad,2012,180000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5,,3.65
4833,Mercedes-Benz E-Class 280 CDI,Mumbai,2005,131000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5,,10
4834,Mahindra Scorpio SLE BSIV,Delhi,2011,65000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,,4
4835,Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,117777,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5,,4.75
4836,Maruti Swift Dzire VXi,Bangalore,2009,65000,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5,,3.1
4837,Hyundai EON Sportz,Kochi,2017,46897,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,3.61
4838,Honda Brio S MT,Coimbatore,2015,36695,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,4.29
4839,Nissan Micra XV Primo,Kolkata,2011,43000,Petrol,Manual,First,18.06 kmpl,1198 CC,75 bhp,5,,2.13
4840,Maruti Alto LXi BSII,Mumbai,2008,54000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.1
4841,BMW 3 Series 320d,Hyderabad,2011,89000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,47.2 Lakh,13.95
4842,Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,7000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,,5.35
4843,Maruti Celerio LXI,Hyderabad,2014,58470,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,,3.9
4844,Maruti Wagon R VXI 1.2,Kolkata,2014,37000,Petrol,Manual,First,21.5 kmpl,1197 CC,81.80 bhp,5,5.56 Lakh,2.8
4845,Maruti Ciaz ZDi Plus,Mumbai,2016,29000,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5,,8.75
4846,Audi A4 2.0 TDI,Hyderabad,2013,52000,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5,,19.5
